0.7749 0.5926
0.3443 0.6550
0.4543 0.6374
0.3417 0.5409
0.3389 0.6149
0.3046 0.5760
0.7638 0.6093
0.2641 0.5420
0.5564 0.6095
0.5981 0.6208
0.7156 0.5686
0.4048 0.5712
0.6130 0.6066
0.6855 0.5940
0.6351 0.6078
0.6332 0.5503
0.7797 0.6307
0.7858 0.6441
0.5840 0.6068
0.6287 0.5986
0.4295 0.6514
0.3855 0.5967
0.7246 0.5994
0.2785 0.5692
0.2639 0.5924
0.2330 0.6043
0.7060 0.6493
0.6949 0.6211
0.3881 0.5156
0.4804 0.5748
0.7651 0.5799
0.6623 0.6311
0.2165 0.5599
0.5566 0.5842
0.4368 0.5923
0.6785 0.6623
0.4185 0.6111
0.5212 0.6104
0.4220 0.6195
0.7286 0.6139
0.4181 0.5812
0.5612 0.6412
0.2110 0.5605
0.4494 0.6121
0.4727 0.5588
0.1870 0.5843
0.5708 0.5605
0.5410 0.6145
0.4796 0.5467
0.4341 0.6265
0.5362 0.6086
0.8825 0.6173
0.7244 0.6114
0.5221 0.6109
0.4528 0.6176
0.3561 0.5835
0.6471 0.5721
0.4747 0.5754
0.4044 0.6093
0.4643 0.5641
0.6707 0.5788
0.5055 0.6302
0.3030 0.5924
0.9817 0.6453
0.1954 0.5890
0.6588 0.5765
0.1701 0.6530
0.9132 0.5844
0.3535 0.6002
0.4853 0.5716
0.4477 0.6020
0.5614 0.6096
0.4623 0.5656
0.5473 0.5731
0.5683 0.6606
0.5013 0.5723
0.4502 0.5950
0.5667 0.5814
0.1471 0.6096
0.2802 0.6129
0.4814 0.5866
0.4690 0.5797
0.5532 0.6212
0.4734 0.5790
0.6053 0.5840
0.6419 0.5860
0.5519 0.6520
0.3241 0.6326
0.4395 0.5752
0.3762 0.5860
0.3628 0.5688
0.5102 0.6228
0.2720 0.6297
0.6879 0.6058
0.4250 0.5814
0.5794 0.5924
0.6255 0.5984
0.4327 0.6153
0.2958 0.5869
0.3778 0.5720
0.5119 0.6001
0.4295 0.5459
